"municipio";"codigo_ibge";"ano";"grande_grupo";"familia_ocupacional";"ocupacao";"codigo_cbo";"empregados";"percentual";"salario_medio";"salario_mediano"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da pintura de equipamentos, veículos, estruturas metálicas e de compósitos";"Pintor A Pincel E Rolo (Exceto Obras E Estruturas Metálicas)";"723310";"38";"0,0246";"2437,38";"2269,18"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores de montagens e instalações eletroeletrônicas";"Supervisor De Montagem E Instalação Eletroeletrônica";"730105";"38";"0,0246";"7065,8";"6285,75"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Supervisores em serviços de reparação e manutenção de máquinas e equipamentos industriais, comerciais e residenciais";"Encarregado De Manutenção Mecânica De Sistemas Operacionais";"910105";"38";"0,0246";"7496,69";"7375,23"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Eletricistas eletrônicos de manutenção veicular (aérea, terrestre e naval)";"Eletricista De Instalações (Veículos Automotores E Máquinas Operatrizes, Exceto Aeronaves E Embarcações)";"953115";"37";"0,0239";"3855,65";"4009,22"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de equipamentos eletroeletrônicos";"Montador De Equipamentos Elétricos (Centrais Elétricas)";"731125";"37";"0,0239";"3632,73";"3221,15"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações de serviços em empresa de transporte, de comunicação e de logística (armazenagem e distribuição)";"Gerente De Operações De Transportes";"141605";"37";"0,0239";"8228,25";"5681,24"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de desenvolvimento de sistemas e aplicações";"Programador De Máquinas - Ferramenta Com Comando Numérico";"317115";"37";"0,0239";"6618,57";"6437,07"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de acabamento de chapas e metais";"Escarfador";"821410";"37";"0,0239";"3790,99";"3444,02"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Locutores, comentaristas e repórteres de mídias audiovisuais";"Locutor De Mídias Audiovisuais";"261715";"36";"0,0233";"2400,87";"1795,16"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas e equipamentos de elevação";"Operador De Guindaste Móvel";"782115";"36";"0,0233";"4722,08";"4893,89"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de publicidade";"Diretor De Arte (Publicidade)";"253125";"36";"0,0233";"4315,35";"3914,55"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros de produção, qualidade, segurança e afins";"Engenheiro De Produção";"214905";"36";"0,0233";"7127,15";"5170,44"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de publicidade";"Publicitário";"253115";"36";"0,0233";"4078,9";"2752,92"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas técnicos de produtos e serviços diversos";"Desenhista Técnico (Indústria Têxtil)";"318420";"36";"0,0233";"4671,51";"4651,05"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores do acabamento gráfico";"Operador De Guilhotina (Corte De Papel)";"766320";"36";"0,0233";"4155,03";"4123,73"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de tear e máquinas similares";"Tecelão De Meias, A  Máquina";"761336";"36";"0,0233";"3027,09";"2950,2"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Agentes da saúde e do meio ambiente";"Agente De Defesa Ambiental";"352205";"36";"0,0233";"5466,73";"5330,22"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Arquitetos e urbanistas";"Arquiteto De Edificações";"214105";"36";"0,0233";"12535,79";"11901,54"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Escriturários de serviços bancários";"Caixa De Banco";"413210";"36";"0,0233";"4284,78";"4452,26"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros de produção, qualidade, segurança e afins";"Engenheiro De Segurança Do Trabalho";"214915";"35";"0,0226";"11264,57";"11977,41"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de ciências biológicas e da saúde do ensino superior";"Professor De Educação Física No Ensino Superior";"234410";"35";"0,0226";"8248,19";"4643,52"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Dirigentes do serviço público";"Dirigente Do Serviço Público Federal";"111405";"35";"0,0226";"4798,43";"4470,34"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais da educação física";"Técnico De Desporto Individual E Coletivo (Exceto Futebol)";"224125";"35";"0,0226";"2695,55";"2848,81"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores da coleta e seleção de material reciclável";"Selecionador De Material Reciclável";"519210";"34";"0,0220";"2354,44";"2273,19"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores gerais";"Diretor Geral De Empresa E Organizações (Exceto De Interesse Público)";"121010";"34";"0,0220";"18957,28";"3677,56"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas de conformação de metais";"Prensista (Operador De Prensa)";"724515";"34";"0,0220";"2729,42";"2595,96"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em administração";"Técnico Em Administração";"351305";"34";"0,0220";"4877,82";"4319,82"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Veterinários e zootecnistas";"Médico Veterinário";"223305";"34";"0,0220";"13453,0";"10097,83"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de seguros e afins";"Assistente Comercial De Seguros";"351715";"34";"0,0220";"3437,63";"2755,55"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Supervisores dos serviços de proteção, segurança e outros";"Supervisor De Vigilantes";"510310";"34";"0,0220";"5416,22";"5271,51"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de instalações e máquinas de produtos plásticos, de borracha e moldadores de parafinas";"Trefilador De Borracha";"811775";"34";"0,0220";"3848,2";"3905,6"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de soldagem e corte de ligas metálicas";"Oxicortador A Mão E A  Máquina";"724310";"33";"0,0213";"3940,5";"3730,63"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais da informação";"Bibliotecário";"261205";"33";"0,0213";"11462,04";"12397,6"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Planejadores, programadores e controladores de produção e manutenção";"Técnico De Planejamento E Programação Da Manutenção";"391130";"33";"0,0213";"6394,11";"5914,17"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Inspetores e revisores de produção têxtil";"Revisor De Tecidos Crus";"761820";"33";"0,0213";"2822,64";"2617,39"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletricidade e eletrotécnica";"Eletrotécnico (Produção De Energia)";"313110";"33";"0,0213";"5129,8";"4786,85"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de comercializacão e consultoria de serviços bancários";"Gerente De Clientes Especiais (Private)";"253210";"33";"0,0213";"16953,88";"13588,73"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas técnicos, em geral";"Desenhista Detalhista";"318015";"33";"0,0213";"4987,02";"4735,84"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de nível superior no ensino fundamental de quinta a oitava série";"Professor De Educação Física Do Ensino Fundamental";"231315";"33";"0,0213";"4106,72";"3986,74"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores na operação de máquinas de concreto usinado e afins";"Operador De Betoneira";"715405";"33";"0,0213";"4013,93";"3921,67"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes administrativos, financeiros, de riscos e afins";"Tecnólogo Em Gestão Administrativo- Financeira";"142120";"33";"0,0213";"7952,14";"7907,23"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de seguros e afins";"Analista De Seguros (Técnico)";"351705";"33";"0,0213";"3691,74";"3376,22"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas projetistas e modelistas de produtos e serviços diversos";"Projetista De Móveis";"318805";"32";"0,0207";"3334,65";"2942,97"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de odontologia";"Auxiliar De Prótese Dentária";"322420";"32";"0,0207";"2844,58";"2496,68"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de tecnologia da informação";"Gerente De Infraestrutura De Tecnologia Da Informação";"142505";"32";"0,0207";"15038,57";"14240,24"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da extração de minerais líquidos e gasosos";"Sondador De Poços (Exceto De Petróleo E Gás)";"711320";"31";"0,0200";"3109,85";"2663,96"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Terapeutas ocupacionais, ortoptistas e psicomotricistas";"Terapeuta Ocupacional";"223905";"31";"0,0200";"6319,64";"5203,92"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Supervisores de atendimento ao público e de pesquisa";"Supervisor De Recepcionistas";"420125";"31";"0,0200";"4713,02";"4118,98"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores administrativos e financeiros";"Diretor Administrativo E Financeiro";"123110";"31";"0,0200";"20233,82";"12303,05"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores de serviços veterinários, de higiene e estética de animais domésticos";"Banhista De Animais Domésticos";"519315";"31";"0,0200";"2238,72";"2117,24"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da pintura de equipamentos, veículos, estruturas metálicas e de compósitos";"Pintor De Veículos (Fabricação)";"723320";"31";"0,0200";"3766,63";"2822,74"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Supervisores dos serviços de transporte, turismo, hotelaria e administração de edifícios";"Chefe De Bar";"510130";"31";"0,0200";"3260,25";"2919,65"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de acabamento, tingimento e estamparia das indústrias têxteis";"Operador De Máquina De Lavar Fios E Tecidos";"761430";"31";"0,0200";"2834,07";"2682,96"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de ciências econômicas, administrativas e contábeis do ensino superior";"Professor De Administração";"234810";"31";"0,0200";"9822,21";"5330,63"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Encanadores e instaladores de tubulações";"Instalador De Tubulações";"724115";"31";"0,0200";"4304,67";"4516,91"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria";"Cumim";"513415";"31";"0,0200";"2191,71";"2264,89"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Despachantes documentalistas e afins";"Vistoriador Veicular";"423115";"31";"0,0200";"3024,55";"2683,94"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em montagem, edição e finalização de mídia audiovisual";"Editor De Mídia Audiovisual";"374405";"30";"0,0194";"3070,38";"2848,67"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de publicidade";"Diretor De Mídia (Publicidade)";"253120";"30";"0,0194";"4442,33";"4135,38"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Tintureiros, lavadeiros e afins, a máquina";"Passador De Roupas Em Geral";"516325";"30";"0,0194";"2339,44";"2289,49"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores em indústria de madeira, mobiliário e da carpintaria veicular";"Mestre (Indústria De Madeira E Mobiliário)";"770105";"30";"0,0194";"5635,73";"4810,84"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção de veículos automotores";"Mecânico De Manutenção De Motocicletas";"914415";"30";"0,0194";"3137,02";"3055,47"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais da escrita";"Redator De Textos Técnicos";"261530";"30";"0,0194";"4513,85";"3802,51"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Instrutores de ensino profissional";"Professor Instrutor De Ensino E Aprendizagem Em Serviços";"233225";"30";"0,0194";"4969,24";"4127,33"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas de fabricar papel e papelão";"Operador De Máquina De Fabricar Papel E Papelão";"832125";"30";"0,0194";"4326,18";"4280,22"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Trabalhadores nos serviços de classificação e entregas de correspondências, encomendas e publicações";"Operador De Triagem E Transbordo";"415210";"29";"0,0188";"5643,91";"5044,98"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores de produção em indústrias de transformação de plásticos e borrachas";"Mestre (Indústria De Borracha E Plástico)";"810205";"29";"0,0188";"4842,58";"4708,87"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores do acabamento gráfico";"Preparador De Matrizes De Corte E Vinco";"766325";"29";"0,0188";"5351,62";"5308,1"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais do jornalismo";"Editor";"261120";"29";"0,0188";"2982,85";"2396,41"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de ciências biológicas e da saúde do ensino superior";"Professor De Ciências Biológicas Do Ensino Superior";"234405";"29";"0,0188";"14302,92";"17071,74"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletricidade e eletrotécnica";"Técnico De Manutenção Elétrica De Máquina";"313125";"29";"0,0188";"5869,01";"5758,76"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Engenheiros de produção, qualidade, segurança e afins";"Tecnólogo Em Produção Industrial";"214930";"28";"0,0181";"6134,72";"5686,6"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Trabalhadores elementares de serviços de manutenção veicular";"Alinhador De Pneus";"992105";"28";"0,0181";"3669,72";"3341,21"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Enfermeiros e afins";"Enfermeiro Auditor";"223510";"28";"0,0181";"5759,26";"5697,04"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnico em farmácia e em manipulação farmacêutica";"Auxiliar Técnico Em Laboratório De Farmácia";"325105";"28";"0,0181";"2297,37";"2198,71"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Advogados";"Advogado De Empresa";"241010";"28";"0,0181";"9947,15";"6555,73"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos na fabricação de pães, massas alimentícias, doces, chocolates e achocolatados";"Operador De Forno (Fabricação De Pães, Biscoitos E Similares)";"841805";"28";"0,0181";"2911,31";"2781,42"
